划得來;划得来;1;划不來;划不来;1;2;2;an;Complementary antonyms expressing a binary opposition of whether something is worthwhile or not, with no middle ground between these two states.
划得來;划得来;1;划不來;划不来;1;2;2;oa;These are complementary antonyms—something is either worthwhile (worth the effort or cost) or not worthwhile (not worth it), with no spectrum in between.
冷淡;冷淡;1;軫軫;轸轸;1;1;2;mi;Gradable antonyms: "冷淡" (indifferent, apathetic) and "軫軫" (luxuriant, exuberant) represent opposite ends of a continuous emotional or atmospheric spectrum, where one denotes emotional detachment or barrenness and the other denotes vibrancy or abundance.
冷淡;冷淡;2;軫軫;轸轸;2;1;2;an;Both terms describe the state of business or commercial activity on a continuous spectrum, with 冷淡 indicating sluggish/slack business conditions and 軫軫/轸轸 indicating prosperous/thriving conditions.
冷淡;冷淡;2;軫軫;轸轸;2;1;2;oa;"冷淡 (of business) sluggish, slack and 軫軫 (prosperous, thriving, flourishing) are gradable antonyms, describing opposite ends of the spectrum of business activity or prosperity."
牢不可破;牢不可破;1;一觸即潰;一触即溃;1;2;1;mi;These definitions represent complementary antonyms because they describe absolute opposites with no middle ground: "unbreakable; indestructible" (牢不可破) versus "to collapse on the first encounter" (一觸即潰), implying extreme fragility or lack of resistance.
牢不可破;牢不可破;1;一觸即潰;一触即溃;1;1;1;an;Both describe structural or organizational strength on opposite ends of a spectrum: "unbreakable/indestructible" versus "collapsing at first contact," representing maximum versus minimum resistance or durability.
牢不可破;牢不可破;1;一觸即潰;一触即溃;1;1;1;oa;牢不可破 means "unbreakable" or "indestructible," describing something that cannot be destroyed, while 一觸即潰 means "to collapse on the first encounter," describing something extremely fragile or easily destroyed. These are gradable antonyms, representing opposite ends of a spectrum of strength or resilience.
摒絕;摒绝;1;贊成;赞成;1;2;2;mi;These definitions represent complementary antonyms because "摒絕" (to reject) and "贊成" (to approve) are direct opposites with no middle ground—either one approves or rejects an idea, proposal, or action, with no continuous spectrum between them.
摒絕;摒绝;1;贊成;赞成;1;1;2;an;to brush aside (reject/exclude) vs. to approve of/agree with/endorse represent opposite positions on a spectrum of acceptance, ranging from complete rejection to full approval
摒絕;摒绝;1;贊成;赞成;1;2;2;oa;“To brush aside” means to reject or dismiss, while “to approve of; to agree with; to endorse” means to support or accept. These are complementary antonyms because they represent mutually exclusive actions toward something (rejecting vs. approving), with no spectrum between them.
慘淡;惨淡;3;昌盛;昌盛;1;1;2;an;Both describe states of prosperity/success on a continuous spectrum: 慘淡 (bleak, slack business/situation) represents the negative end while 昌盛 (prosperous) represents the positive end, with various degrees of economic or situational vitality possible between them.
慘淡;惨淡;3;昌盛;昌盛;1;1;2;oa;“慘淡／惨淡” (bleak; slack) and “昌盛” (prosperous) are gradable antonyms because they represent opposite ends of a spectrum describing the state of prosperity or success—one is bleak and lacking, the other is flourishing and abundant.
曉得;晓得;2;不明;不明;1;1;1;mi;These definitions represent gradable antonyms because "to understand" (曉得／晓得) and "to not understand" (不明) lie on opposite ends of a continuous spectrum of comprehension, where degrees of understanding can vary.
曉得;晓得;2;不明;不明;1;2;1;an;Complementary antonyms: "to understand" vs "to not understand" represent binary opposite states of comprehension with no middle ground - one either understands or does not understand something.
曉得;晓得;2;不明;不明;1;1;1;oa;"To understand" (晓得 D2) and "to not understand" (不明 D1) are gradable antonyms, as they express opposite positions on a spectrum of comprehension. One can understand something completely, partially, or not at all, forming a continuum.
後方;后方;1;前方;前方;1;1;4;mi;"Gradable antonyms: '後方／后方' (rear) and '前方' (front) represent opposite positions on a continuous spatial spectrum, where one can be closer or farther along a directional axis."
後方;后方;2;前方;前方;2;2;4;an;Military positions that are complementary opposites with no middle ground - a location is either behind the frontline or at the frontline, with no continuous spectrum between these two distinct tactical positions.
後方;后方;1;前方;前方;1;1;4;oa;These definitions are gradable antonyms because "rear" and "front" represent opposite ends of a spatial continuum, such as in direction or position.
反義詞;反义词;1;近義詞;近义词;1;2;2;mi;Complementary antonyms: "反義詞" (antonym) and "近義詞" (near-synonym) are direct opposites in semantic relationship, with no intermediate or gradable state between them—words are either opposites in meaning or similar in meaning.
反義詞;反义词;1;近義詞;近义词;1;2;2;an;Antonyms and synonyms are complementary opposites in semantic relationships - words either have opposite meanings (antonyms) or similar meanings (synonyms), with no middle ground between these two distinct categories.
反義詞;反义词;1;近義詞;近义词;1;2;2;oa;A "反義詞/反义词" is an antonym, meaning a word that expresses the opposite meaning of another word, while a "近義詞/近义词" is a near-synonym, meaning a word with a very similar meaning to another. These are complementary antonyms, as being antonyms excludes being near-synonyms and vice versa.
外在;外在;2;內在;内在;3;1;2;mi;Gradable antonyms representing opposites on a spectrum of external (外在) versus internal (內在／内在) qualities, where something can possess varying degrees of each.
外在;外在;1;內在;内在;1;1;2;an;External vs. internal/intrinsic qualities exist on a spectrum, as things can be more or less external/internal in nature, with varying degrees of outward manifestation versus inner essence.
外在;外在;1;內在;内在;1;1;2;oa;External and internal are gradable antonyms describing opposite ends of a spectrum with respect to whether something is on the outside or inside.
屏絕;屏绝;1;點頭;点头;2;2;2;mi;Complementary antonyms: "屏絕" (to reject) and "點頭" (to agree) represent absolute opposites in the context of approval or consent, with no middle ground between refusal and acceptance.
屏絕;屏绝;1;點頭;点头;2;2;2;an;屏絕 means to reject or refuse something, while 點頭 (figuratively) means to agree or consent, representing complementary opposites in response to a proposal with no middle ground between rejection and acceptance.
屏絕;屏绝;1;點頭;点头;2;2;2;oa;To "reject" (屏絕/屏绝) means to refuse or decline, while to "agree/consent/approve" (點頭/点头, D2) means to accept or approve. These are complementary antonyms, as one action necessarily excludes the possibility of the other—if you reject something, you do not agree to it, and vice versa.
回絕;回绝;1;點頭;点头;2;2;2;mi;Complementary antonyms: "回絕" means to decline or reject a request, while "點頭" in its figurative sense means to agree or approve, representing direct opposites with no middle ground between refusal and acceptance.
回絕;回绝;1;點頭;点头;2;2;2;an;To reject vs. to agree/consent represent complementary opposites in decision-making with no middle ground - one either accepts or declines a request.
回絕;回绝;1;點頭;点头;2;2;2;oa;To "reject" (回絕) and "to agree/consent" (點頭 D2) are complementary antonyms because they represent mutually exclusive responses to a request or proposal—either one accepts (agrees/consents) or refuses (rejects/declines).
學壞;学坏;1;學好;学好;2;1;2;mi;Gradable antonyms representing opposite directions of moral or behavioral learning, where one moves toward bad behavior (學壞) and the other toward improvement (學好) on a continuous spectrum of conduct.
學壞;学坏;1;學好;学好;2;2;2;oa;These are complementary antonyms: "學壞/学坏" means to follow a bad example, while "學好/学好" (definition 2) means (of a bad person) to learn from good examples. One is learning to be bad, the other is learning to be good—opposite states with no spectrum between them.
奇特;奇特;1;尋常;寻常;1;1;2;mi;Gradable antonyms representing opposite ends of a spectrum of uniqueness or typicality: "奇特" describes something unusual or peculiar, while "尋常／寻常" describes something ordinary or common. The contrast lies in the degree of normalcy or distinctiveness.
奇特;奇特;1;尋常;寻常;1;1;2;an;unusual vs. ordinary represents gradable opposites on a spectrum of how typical or exceptional something is, with degrees of variation between extremely unusual and completely ordinary
奇特;奇特;1;尋常;寻常;1;1;2;oa;“Unusual” and “ordinary” are gradable antonyms because they describe opposite positions on a spectrum of how common or distinctive something is.
外地;外地;1;外埠;外埠;2;1;1;mi;Gradable antonyms: "外地" (other parts of the country or elsewhere) and "外埠" (other parts of the country or elsewhere, but often implying a more specific or urban context) represent opposites on a spectrum of geographical scope, where "外地" is broader and "外埠" is more narrowly focused on cities or ports. The contrast lies in the degree of specificity rather than a strict binary opposition.
外地;外地;1;外埠;外埠;3;4;1;an;Both terms refer to places outside one's current location (外地: other places generally; 外埠: other cities/foreign ports), but they describe similar concepts from the same perspective rather than opposing concepts, making them synonyms or near-synonyms rather than antonyms.
外地;外地;1;外埠;外埠;2;4;1;oa;Both definitions mean "other parts of the country; other places; elsewhere; outland," so they are synonyms, not antonyms, and do not fit any antonym category.
持平;持平;1;偏頗;偏颇;1;2;2;mi;These definitions represent complementary antonyms because "impartial" (持平) and "biased" (偏頗) are absolute opposites with no middle ground—something cannot be both impartial and biased at the same time.
持平;持平;1;偏頗;偏颇;1;1;2;an;Both terms describe positions on a spectrum of fairness in judgment: 持平 means "impartial/even-handed" while 偏頗/偏颇 means "biased/partial," representing opposite degrees of objectivity that can vary in intensity.
持平;持平;1;偏頗;偏颇;1;2;2;oa;“Impartial; even-handed” and “biased; partial; unfair” are complementary antonyms, since a person or view is either fair/impartial or unfair/biased, with no continuous spectrum between the two states.
下乘;下乘;1;上色;上色;1;1;2;mi;Gradable antonyms representing opposite ends of a quality spectrum: "inferior; of low grade" (下乘) contrasts with "top-quality; top-grade" (上色) in terms of rank or excellence.
下乘;下乘;1;上色;上色;1;1;2;an;Both terms describe quality levels on a continuous spectrum, with 下乘 meaning "inferior/low grade" and 上色 meaning "top-quality/top-grade," representing opposite ends of a quality scale.
下乘;下乘;1;上色;上色;1;1;2;oa;“Inferior; of low grade” and “top-quality; top-grade” are gradable antonyms because they represent opposite ends of a quality spectrum, with one referring to low quality and the other to high quality.
詳解;详解;1;淺解;浅解;1;1;2;mi;"Gradable antonyms: 'detailed interpretation' (詳解) and 'brief interpretation' (淺解) represent opposite ends of a spectrum describing the depth or thoroughness of an explanation, where intermediate levels (e.g., moderately detailed) are possible."
詳解;详解;1;淺解;浅解;1;1;2;an;Both refer to types of interpretations on a spectrum of detail: "detailed interpretation" (詳解) versus "brief interpretation" (淺解), representing opposite degrees of thoroughness or depth in explanation.
詳解;详解;1;淺解;浅解;1;1;2;oa;A "detailed interpretation" and a "brief interpretation" are gradable antonyms, as they represent opposite ends of a spectrum of explanation detail.
喜歡;喜欢;2;滷;卤;2;4;1;mi;No clear antonymic relationship exists between "to like" (喜歡) and "to stew in soy sauce and spices" (滷). These words describe unrelated concepts without opposing meanings.
喜歡;喜欢;2;滷;卤;2;4;1;an;These definitions describe unrelated concepts (liking/being fond of vs. stewing in soy sauce) with no semantic opposition or relationship that would qualify them as antonyms in any category.
喜歡;喜欢;2;滷;卤;2;4;1;oa;There is no antonymous relationship between "to like; to be fond of" and "to stew in soy sauce and spices"; they are unrelated in meaning.
解密;解密;2;加密;加密;1;3;2;mi;These are relational antonyms because "解密" (to decrypt) and "加密" (to encrypt) describe the same process from opposite perspectives—one reverses the action of the other in the context of data security.
解密;解密;2;加密;加密;1;2;2;an;Computing operations that are complementary opposites: encrypting transforms readable data into encoded form, while decrypting reverses this to restore the original data, with no intermediate state possible.
解密;解密;2;加密;加密;1;1;2;oa;Gradable antonyms: "to decrypt" (解密) and "to encrypt" (加密) are opposite actions in the context of data security, representing the reverse processes of making information readable or unreadable.
玉碎;玉碎;1;瓦全;瓦全;1;2;2;mi;These are complementary antonyms representing two mutually exclusive outcomes: "玉碎" (dying for one's principles) and "瓦全" (living in dishonor) are absolute opposites with no middle ground, as one cannot simultaneously uphold honor through death and live in dishonor.
玉碎;玉碎;1;瓦全;瓦全;1;2;2;an;Complementary opposition between dying honorably for one's principles versus living in dishonor - these represent mutually exclusive moral choices with no middle ground, where one either sacrifices life for honor or preserves life at the cost of honor.
玉碎;玉碎;1;瓦全;瓦全;1;2;2;oa;These are complementary antonyms: "玉碎" refers to dying for one's principles, while "瓦全" refers to surviving but losing one's honor. They form a binary opposition where one can either uphold ideals to death or compromise and live in dishonor, with no middle state.
喪膽;丧胆;1;英勇;英勇;1;1;2;an;Both terms describe courage levels on a continuous spectrum, with 喪膽 (terror-stricken, paralyzed by fear) representing the extreme low end and 英勇 (brave, heroic) representing the high end of courage.
喪膽;丧胆;1;英勇;英勇;1;1;2;oa;Being "smitten with fear" (terror-stricken) and being "heroic; valiant; brave; gallant" are opposites on a spectrum of courage, making them gradable antonyms.
下等;下等;1;上色;上色;1;1;2;mi;These definitions represent gradable antonyms as they describe opposite ends of a quality spectrum, with "下等" meaning low or inferior grade and "上色" meaning top or superior grade, allowing for intermediate levels of quality.
下等;下等;1;上色;上色;1;1;2;an;Both terms describe quality on a continuous spectrum, with 下等 meaning "low grade/inferior" and 上色 meaning "top-quality/top-grade", representing opposite ends of a quality scale.
下等;下等;1;上色;上色;1;1;2;oa;Both definitions refer to quality: "of low grade or caste; inferior" vs. "top-quality; top-grade". These are gradable antonyms as they are opposites on a continuous spectrum of quality.
特殊;特殊;1;一般;一般;2;1;2;mi;These definitions represent gradable antonyms as they describe opposite ends of a spectrum of uniqueness or exceptionality. "特殊" (special, exceptional) refers to something distinct or uncommon, while "一般" (so-so, average) refers to something ordinary or mediocre, indicating a range of quality or distinctiveness.
特殊;特殊;1;一般;一般;1;1;2;an;Special/exceptional vs. general/typical represent opposite ends of a spectrum describing how common or distinctive something is, ranging from highly distinctive to ordinary.
特殊;特殊;1;一般;一般;1;1;2;oa;“Special” means exceptional or out of the ordinary, while “general” means typical or common. They are gradable antonyms as they represent opposite ends on a spectrum of uniqueness or exceptionality.
虛偽;虚伪;1;誠實;诚实;1;2;1;mi;These definitions represent complementary antonyms because "fake" (虛偽) and "honest" (誠實) are absolute opposites with no middle ground—something cannot be both fake and honest simultaneously.
虛偽;虚伪;1;誠實;诚实;1;1;1;an;Both terms describe qualities of truthfulness vs. deception in behavior or character, existing on a continuous spectrum from completely dishonest/hypocritical to completely honest/genuine
虛偽;虚伪;1;誠實;诚实;1;1;1;oa;Gradable antonyms: "Fake; hypocritical; sham; artificial; deceptive" is the opposite on a spectrum to "honest; genuine", with honesty and genuineness contrasting with fakeness and deception.
行兇;行凶;1;修善;修善;1;2;2;mi;These definitions represent complementary antonyms as they describe mutually exclusive actions with no middle ground: committing violence (an inherently harmful act) versus performing good deeds (inherently benevolent actions).
行兇;行凶;1;修善;修善;1;1;2;an;to commit violence vs. to do good deeds represent opposite ends of a moral/ethical spectrum of human actions, from harmful/evil acts to virtuous/beneficial ones
行兇;行凶;1;修善;修善;1;1;2;oa;To "commit an act of violence" and to "do good deeds" are opposites on a moral spectrum, representing wickedness and virtue, making them gradable antonyms.
阻擋;阻挡;1;暢通;畅通;1;2;2;mi;These definitions represent complementary antonyms because "阻擋" (to block/obstruct) and "暢通" (unimpeded/unblocked) are absolute opposites with no intermediate state—either something is blocked or it is not, with no spectrum in between.
阻擋;阻挡;1;暢通;畅通;1;1;2;an;Both terms describe states of flow or passage on a spectrum - from completely blocked/obstructed to completely unimpeded/clear, with various degrees of partial obstruction possible between these poles.
阻擋;阻挡;1;暢通;畅通;1;2;2;oa;Complementary antonyms: "to block; to obstruct; to hinder" and "unimpeded; unblocked" are direct opposites with no continuum: something is either blocked or unimpeded.
內服;内服;1;外用;外用;1;2;2;mi;These are complementary antonyms because they represent mutually exclusive methods of administering a regimen in Traditional Chinese Medicine (TCM): either orally (內服) or externally (外用), with no intermediate or overlapping usage.
內服;内服;1;外用;外用;1;2;2;an;Complementary antonyms describing two mutually exclusive methods of administering medical treatment: internal consumption versus external application, with no middle ground between the two administration routes.
內服;内服;1;外用;外用;1;2;2;oa;These are complementary antonyms because a regimen can only be applied internally (taken orally) or externally (applied to the outside), with no intermediate state.
缺;缺;1;完善;完善;1;1;2;mi;Gradable antonyms: "incomplete" (缺, D1) and "perfect" (完善, D1) represent opposite ends of a continuous spectrum describing the state or quality of something, ranging from flawed or deficient to fully developed or optimized.
缺;缺;2;完善;完善;1;1;2;an;imperfect/flawed vs. perfect represent opposite ends of a spectrum of completeness or quality, where intermediate states of more or less perfection exist
缺;缺;2;完善;完善;1;1;2;oa;“Imperfect; flawed” (缺 D2) and “perfect; equipped; developed” (完善 D1) are gradable antonyms because they sit on opposite ends of a spectrum describing the extent to which something is complete and without flaws.
夜班;夜班;1;白班;白班;1;1;2;mi;Gradable antonyms representing opposite ends of a 24-hour work schedule (night vs. day), where shifts may vary in timing but exist on a continuous temporal spectrum.
夜班;夜班;1;白班;白班;1;2;2;an;Night shift and day shift are complementary antonyms representing two distinct, non-overlapping work periods in a 24-hour cycle with no intermediate state between them.
夜班;夜班;1;白班;白班;1;2;2;oa;These are complementary antonyms because "night shift" and "day shift" refer to two mutually exclusive and collectively exhaustive work shifts: if one is not working the night shift, one is working the day shift, and vice versa.
強手;强手;1;行外人;行外人;1;2;2;mi;These definitions represent complementary antonyms because they describe mutually exclusive categories with no overlap or spectrum—one is either an expert/master (強手) or a non-expert/layperson (行外人), with no intermediate state.
強手;强手;1;行外人;行外人;1;1;2;oa;These are gradable antonyms, as "expert; master" and "non-expert; layperson; amateur" exist on opposite ends of a spectrum describing level of skill or expertise.
有條件;有条件;1;無條件;无条件;1;2;2;mi;These definitions represent complementary antonyms because "conditional" and "unconditional" are absolute opposites with no middle ground—something is either subject to conditions or not, with no continuous spectrum between the two.
有條件;有条件;1;無條件;无条件;1;2;2;an;Conditional vs. unconditional are complementary antonyms as they represent binary opposite states with no middle ground - an action, agreement, or offer either has conditions attached to it or it does not, with no gradual spectrum between these two states.
有條件;有条件;1;無條件;无条件;1;2;2;oa;Both words are antonyms of the complementary type, as something is either "conditional" (subject to conditions) or "unconditional" (without any conditions), with no spectrum between them.
智慧;智慧;1;愚蠢;愚蠢;1;1;1;mi;Gradable antonyms representing opposite ends of a spectrum of intellectual capability or soundness of judgment, where "wisdom" denotes high intelligence and good sense, while "愚蠢" denotes a lack thereof.
智慧;智慧;1;愚蠢;愚蠢;1;1;1;an;Intelligence and stupidity represent opposite ends of a continuous spectrum of mental capacity and judgment, where one can possess varying degrees of wisdom or foolishness.
智慧;智慧;1;愚蠢;愚蠢;1;1;1;oa;“智慧” (wisdom; intelligence) and “愚蠢” (stupid; foolish; unwise) are gradable antonyms because they represent opposite ends on the spectrum of mental ability or judiciousness.
始;始;1;終;终;1;1;2;mi;Gradable antonyms representing opposite ends of a temporal spectrum: "beginning; start" (the initial point of a process) vs. "end; ending; termination" (the final point of a process).
始;2;終;2;3;Relational antonyms describing actions from opposite temporal perspectives: "to begin; to start" (initiating a process) vs. "to come to an end" (concluding a process).
始;3;終;1;1;Gradable antonyms on a temporal spectrum: "initial; first" (the earliest stage) vs. "end; ending; termination" (the latest stage).
始;始;1;終;终;1;2;2;an;beginning vs. end represent complementary opposites marking the two distinct boundary points of a temporal or spatial sequence with no intermediate state
冷血;冷血;1;熱血;热血;1;2;2;mi;These definitions represent complementary antonyms because "cold-blooded" (ectothermic) and "warm-blooded" (endothermic) describe mutually exclusive biological traits with no intermediate state in the context of zoology.
冷血;冷血;1;熱血;热血;1;2;2;an;Complementary antonyms referring to the biological classification of animals based on thermoregulation: cold-blooded (ectothermic) animals cannot regulate body temperature internally versus warm-blooded (endothermic) animals that can, with no intermediate category.
冷血;冷血;1;熱血;热血;1;1;2;oa;"冷血" (cold-blooded) and "熱血" (warm-blooded, endothermic) are gradable antonyms describing opposite ends of a spectrum relating to body temperature regulation in animals—one does not generate heat internally, while the other does.
繁華;繁华;1;慘淡;惨淡;3;1;2;mi;Gradable antonyms representing opposite ends of a spectrum describing the state of activity or prosperity, where "lively; bustling; busy" contrasts with "(of business, situation, etc.) bleak; slack" on a continuous scale of vibrancy or economic health.
繁華;繁华;1;慘淡;惨淡;3;1;2;an;Both describe business or economic conditions on opposite ends of a spectrum: bustling/thriving versus bleak/slack, representing gradable degrees of commercial activity and prosperity.
繁華;繁华;1;慘淡;惨淡;1;1;2;oa;“lively; bustling; busy” and “gloomy; sombre; dim” are gradable antonyms describing opposite ends of a spectrum regarding atmosphere or energy, with one conveying vibrancy and activity, and the other conveying dullness and lack of life.
非凡;非凡;1;平凡;平凡;1;1;2;mi;Gradable antonyms representing opposite ends of a spectrum of exceptionality, where "非凡" denotes something remarkable or outstanding, while "平凡" describes something common, ordinary, or unremarkable.
非凡;非凡;1;平凡;平凡;1;1;2;an;extraordinary vs ordinary represent opposite ends of a spectrum measuring remarkability or exceptionality, with gradations possible between them (somewhat ordinary, quite extraordinary, etc.)
非凡;非凡;1;平凡;平凡;1;1;2;oa;Gradable antonyms: "extraordinary" and "ordinary" are opposites on a spectrum describing how remarkable or common something is, with "非凡" meaning out of the ordinary and "平凡" meaning typical or unremarkable.
無彩色;无彩色;1;有彩色;有彩色;1;2;2;mi;Complementary antonyms: "無彩色／无彩色" (achromatic color) and "有彩色" (chromatic color) are mutually exclusive categories with no overlap or intermediate states—something is either devoid of hue (e.g., black, white, gray) or possesses hue, making them strict opposites.
無彩色;无彩色;1;有彩色;有彩色;1;2;2;oa;An achromatic color is a color without hue (like black, white, or grey), while a chromatic color is a color with hue (like red or blue). These are complementary antonyms because a color is either achromatic or chromatic, with no gradual spectrum between them.
通行;通行;1;堵塞;堵塞;1;1;1;mi;Gradable antonyms representing opposite states on a spectrum of accessibility: "通行" (D1) means to pass through or allow movement freely, while "堵塞" (D1) means to obstruct or prevent movement entirely, with varying degrees of blockage possible between the two extremes.
通行;通行;1;堵塞;堵塞;1;2;1;an;通行 (to pass through) and 堵塞 (to block) are complementary antonyms describing mutually exclusive states of passage - either traffic/movement can pass through or it is blocked, with no intermediate state possible.
通行;通行;1;堵塞;堵塞;1;2;1;oa;“通行” means to pass through or get through, while “堵塞” means to block or jam, making passage impossible. These are complementary antonyms because something is either passable (通行) or blocked (堵塞), with no middle ground.
覺悟;觉悟;3;不知;不知;1;1;1;an;to become aware/realise vs. to not know/be ignorant represents opposite ends of the spectrum of knowledge or awareness, with gradations possible between complete ignorance and full realisation
覺悟;觉悟;1;不知;不知;1;1;1;oa;“Awareness” (覺悟 D1) and “to not know” (不知 D1) are gradable antonyms, representing opposite ends of a spectrum of knowledge or consciousness—one is characterized by realization and understanding, the other by ignorance or lack of knowledge.
不懂;不懂;1;通曉;通晓;1;1;1;mi;Gradable antonyms representing opposite ends of the spectrum of understanding: "不懂" means a lack of comprehension, while "通曉／通晓" signifies deep, thorough knowledge or mastery of a subject. The two terms lie on a continuum of understanding, from none to complete.
不懂;不懂;1;通曉;通晓;1;1;1;an;Both terms describe degrees of understanding on a continuous spectrum, where 不懂 represents lack of understanding at one end and 通曉/通晓 represents thorough/complete understanding at the opposite end.
不懂;不懂;1;通曉;通晓;1;1;1;oa;Gradable antonyms: "to not understand" and "to thoroughly understand" are opposites on a spectrum of comprehension, indicating different degrees of understanding.
偏曲;偏曲;1;公允;公允;1;1;1;mi;Gradable antonyms: "unfair; unjust" (偏曲) and "fair; equitable; just" (公允) represent opposite ends of a continuous spectrum evaluating fairness or justice, where intermediate degrees (e.g., somewhat fair) are possible.
偏曲;偏曲;1;公允;公允;1;1;1;an;Both terms describe fairness/justice on a spectrum: 偏曲 means "unfair/unjust" while 公允 means "fair/just", representing opposite degrees of impartiality and equity in judgment or treatment.
偏曲;偏曲;1;公允;公允;1;1;1;oa;Both definitions refer to opposing points on the spectrum of fairness: "unfair; unjust" is the opposite of "fair; equitable; just," making them gradable antonyms.
急性子;急性子;2;慢性子;慢性子;2;1;2;mi;"Gradable antonyms: These definitions describe personality traits at opposite ends of a spectrum regarding speed and patience. 急性子 (hothead; impatient person) refers to someone who acts or reacts quickly, often without much deliberation, while 慢性子 (slowcoach; slowpoke) refers to someone who is habitually slow or unhurried in their actions or decisions. The contrast lies in the degree of speed or patience, which can vary continuously between the two extremes."
急性子;急性子;1;慢性子;慢性子;1;1;2;an;Impatient/impetuous vs phlegmatic/slow-tempered represent opposite temperaments on a continuous spectrum of pace and reactivity, where one can be more or less quick-tempered or slow-tempered by degrees.
急性子;急性子;1;慢性子;慢性子;1;1;2;oa;"急性子 refers to someone who is impatient or quick-tempered, while 慢性子 describes someone who is phlegmatic or slow-tempered. These are gradable antonyms as they represent opposite ends of a spectrum in temperament, from impatience to calmness."
昌明;昌明;1;清淡;清淡;3;1;2;mi;Gradable antonyms: "昌明" (D1) describes a state of flourishing or prosperity, particularly in the context of government or culture, while "清淡" (D3) describes a state of sluggishness or slow business. These definitions represent opposite ends of a continuous spectrum of economic or cultural vitality, where one can range from thriving to stagnant.
